Year,Week,Violence_score
1994,1,30
1994,2,36
1994,3,18
1994,4,32
1994,5,39
1994,6,29
1994,7,33
1994,8,35
1994,9,36
1994,10,25
1994,11,39
1994,12,29
1994,13,43
1994,14,37
1994,15,46
1994,16,32
1994,17,31
1994,18,43
1994,19,22
1994,20,32
1994,21,46
1994,22,30
1994,23,50
1994,24,26
1994,25,41
1994,26,40
1994,27,29
1994,28,42
1994,29,47
1994,30,38
1994,31,45
1994,32,39
1994,33,40
1994,34,35
1994,35,42
1994,36,27
1994,37,36
1994,38,45
1994,39,33
1994,40,37
1994,41,40
1994,42,26
1994,43,39
1994,44,40
1994,45,24
1994,46,35
1994,47,31
1994,48,28
1994,49,37
1994,50,18
1994,51,26
1994,52,38
1995,1,102
1995,2,96
1995,3,96
1995,4,84
1995,5,83
1995,6,91
1995,7,122
1995,8,96
1995,9,128
1995,10,102
1995,11,100
1995,12,104
1995,13,112
1995,14,106
1995,15,115
1995,16,95
1995,17,118
1995,18,102
1995,19,86
1995,20,114
1995,21,89
1995,22,116
1995,23,110
1995,24,95
1995,25,97
1995,26,125
1995,27,120
1995,28,112
1995,29,109
1995,30,126
1995,31,148
1995,32,141
1995,33,156
1995,34,167
1995,35,185
1995,36,146
1995,37,153
1995,38,156
1995,39,177
1995,40,260
1995,41,257
1995,42,258
1995,43,275
1995,44,359
1995,45,309
1995,46,368
1995,47,341
1995,48,415
1995,49,348
1995,50,343
1995,51,334
1995,52,358
1996,1,523
1996,2,265
1996,3,358
1996,4,381
1996,5,295
1996,6,354
1996,7,351
1996,8,380
1996,9,399
1996,10,343
1996,11,373
1996,12,344
1996,13,356
1996,14,357
1996,15,378
1996,16,395
1996,17,420
1996,18,356
1996,19,428
1996,20,431
1996,21,431
1996,22,416
1996,23,429
1996,24,464
1996,25,449
1996,26,405
1996,27,490
1996,28,436
1996,29,461
1996,30,447
1996,31,504
1996,32,569
1996,33,463
1996,34,507
1996,35,585
1996,36,501
1996,37,502
1996,38,446
1996,39,501
1996,40,546
1996,41,487
1996,42,528
1996,43,575
1996,44,603
1996,45,590
1996,46,589
1996,47,538
1996,48,609
1996,49,659
1996,50,736
1996,51,617
1996,52,642
1997,1,1190
1997,2,708
1997,3,783
1997,4,868
1997,5,853
1997,6,749
1997,7,760
1997,8,847
1997,9,878
1997,10,859
1997,11,870
1997,12,818
1997,13,873
1997,14,961
1997,15,907
1997,16,1003
1997,17,875
1997,18,1151
1997,19,1064
1997,20,1052
1997,21,1075
1997,22,1126
1997,23,1217
1997,24,1252
1997,25,1243
1997,26,1231
1997,27,1397
1997,28,1443
1997,29,1515
1997,30,1455
1997,31,1424
