Year,Week,Violence_score
1997,1,203
1997,2,12
1997,3,17
1997,4,16
1997,5,9
1997,6,13
1997,7,6
1997,8,16
1997,9,17
1997,10,7
1997,11,11
1997,12,11
1997,13,6
1997,14,12
1997,15,7
1997,16,8
1997,17,9
1997,18,17
1997,19,8
1997,20,7
1997,21,8
1997,22,9
1997,23,28
1997,24,21
1997,25,28
1997,26,28
1997,27,13
1997,28,23
1997,29,21
1997,30,15
1997,31,26
1997,32,36
1997,33,27
1997,34,31
1997,35,22
1997,36,38
1997,37,34
1997,38,41
1997,39,42
1997,40,63
1997,41,55
1997,42,44
1997,43,42
1997,44,86
1997,45,138
1997,46,195
1997,47,230
1997,48,389
1997,49,682
1997,50,647
1997,51,585
1997,52,547
1998,1,525
1998,2,777
1998,3,855
1998,4,811
1998,5,756
1998,6,693
1998,7,785
1998,8,744
1998,9,794
1998,10,730
1998,11,802
1998,12,799
1998,13,879
1998,14,873
1998,15,881
1998,16,899
1998,17,883
1998,18,927
1998,19,903
1998,20,915
1998,21,962
1998,22,898
1998,23,1029
1998,24,989
1998,25,1008
1998,26,1051
1998,27,1141
1998,28,1178
1998,29,1166
1998,30,1159
1998,31,1201
1998,32,1188
1998,33,1087
1998,34,1143
1998,35,1069
1998,36,1213
1998,37,1200
1998,38,1261
1998,39,1150
1998,40,1235
1998,41,1159
1998,42,1137
1998,43,1185
1998,44,1281
1998,45,1162
1998,46,1173
1998,47,1239
1998,48,1222
1998,49,1437
1998,50,1323
1998,51,1323
1998,52,1099
1998,53,735
1999,1,1430
1999,2,1524
1999,3,1594
1999,4,1529
1999,5,1656
1999,6,1579
1999,7,1499
1999,8,1530
1999,9,1675
1999,10,1609
1999,11,1805
1999,12,1760
1999,13,2052
1999,14,2132
1999,15,2022
1999,16,2120
1999,17,2235
1999,18,2311
1999,19,2302
1999,20,2440
1999,21,2311
1999,22,2461
1999,23,2463
1999,24,2364
1999,25,2354
1999,26,2442
1999,27,2495
1999,28,2560
1999,29,2630
1999,30,2783
1999,31,2822
1999,32,2854
1999,33,2703
1999,34,2743
1999,35,2737
1999,36,2834
1999,37,2716
1999,38,2628
1999,39,2711
1999,40,2639
1999,41,2672
1999,42,2576
1999,43,2651
1999,44,2621
1999,45,2595
1999,46,2507
1999,47,2564
1999,48,2703
1999,49,2644
1999,50,2667
1999,51,2422
1999,52,1808
1999,53,681
2000,1,3677
2000,2,3491
2000,3,3360
2000,4,3271
2000,5,3596
2000,6,3764
2000,7,3540
2000,8,3768
2000,9,3921
2000,10,3818
2000,11,3768
2000,12,3766
2000,13,3975
2000,14,3858
2000,15,3937
2000,16,3968
2000,17,3773
2000,18,4320
2000,19,4417
2000,20,4297
2000,21,4352
2000,22,4494
2000,23,4393
2000,24,4674
2000,25,4560
2000,26,4468
2000,27,4804
2000,28,4749
2000,29,4618
2000,30,4340
2000,31,4702
2000,32,4667
2000,33,4703
2000,34,4754
2000,35,5510
2000,36,6050
2000,37,6096
2000,38,5944
2000,39,5971
2000,40,5881
2000,41,5843
2000,42,6152
2000,43,6118
2000,44,5912
2000,45,5426
2000,46,5449
2000,47,5394
2000,48,5597
2000,49,5587
2000,50,5241
2000,51,5052
2000,52,5979
2001,1,6325
2001,2,5443
2001,3,5414
2001,4,5545
2001,5,5333
2001,6,5236
2001,7,5242
2001,8,5475
2001,9,5791
2001,10,5805
2001,11,6013
2001,12,5784
2001,13,5899
2001,14,6287
2001,15,6160
2001,16,6194
2001,17,6214
2001,18,6754
2001,19,6173
2001,20,6503
2001,21,6091
2001,22,6389
2001,23,6381
2001,24,6534
2001,25,6433
2001,26,6459
2001,27,6651
2001,28,6741
2001,29,6738
2001,30,6572
2001,31,6463
2001,32,6422
2001,33,6310
2001,34,6397
2001,35,6267
2001,36,6286
2001,37,6418
2001,38,6356
2001,39,6251
2001,40,6574
2001,41,6314
2001,42,6207
2001,43,6202
2001,44,6236
2001,45,5731
2001,46,5766
2001,47,5436
2001,48,5873
2001,49,5795
2001,50,5893
2001,51,5541
2001,52,4930
2002,1,6336
2002,2,5400
2002,3,5406
2002,4,5358
2002,5,5647
2002,6,4862
2002,7,5326
2002,8,5371
2002,9,5291
2002,10,5651
2002,11,5638
2002,12,5881
2002,13,5645
2002,14,6074
2002,15,6136
2002,16,6509
2002,17,6040
2002,18,6520
2002,19,6511
2002,20,6189
2002,21,6215
2002,22,6715
2002,23,6498
2002,24,6314
2002,25,6470
2002,26,6438
2002,27,6629
2002,28,6523
2002,29,6688
2002,30,6697
2002,31,6866
2002,32,6677
2002,33,6624
2002,34,6639
2002,35,6563
2002,36,6548
2002,37,6393
2002,38,6488
2002,39,6220
2002,40,6895
2002,41,5921
2002,42,5872
2002,43,6034
2002,44,5967
2002,45,5891
2002,46,5836
2002,47,5829
2002,48,5525
