Year,Week,Violence_score
2004,1,1
2004,2,1
2004,3,5
2004,4,3
2004,5,1
2004,6,6
2004,7,3
2004,8,4
2004,9,2
2004,10,5
2004,11,5
2004,12,5
2004,13,8
2004,14,6
2004,15,5
2004,16,5
2004,17,1
2004,18,2
2004,19,2
2004,20,7
2004,21,5
2004,22,7
2004,23,8
2004,24,8
2004,25,14
2004,26,6
2004,27,7
2004,28,7
2004,29,13
2004,30,17
2004,31,8
2004,32,18
2004,33,12
2004,34,13
2004,35,14
2004,36,13
2004,37,15
2004,38,6
2004,39,9
2004,40,15
2004,41,16
2004,42,17
2004,43,10
2004,44,16
2004,45,23
2004,46,13
2004,47,30
2004,48,22
2004,49,34
2004,50,25
2004,51,23
2004,52,27
2004,53,39
2005,1,383
2005,2,397
2005,3,316
2005,4,310
2005,5,423
2005,6,410
2005,7,427
2005,8,400
2005,9,413
2005,10,403
2005,11,387
2005,12,383
2005,13,428
2005,14,450
2005,15,495
2005,16,425
2005,17,463
2005,18,436
2005,19,487
2005,20,489
2005,21,449
2005,22,468
2005,23,476
2005,24,466
2005,25,463
2005,26,492
2005,27,468
2005,28,528
2005,29,553
2005,30,496
2005,31,509
2005,32,465
2005,33,443
2005,34,466
2005,35,448
2005,36,495
2005,37,476
2005,38,448
2005,39,474
2005,40,474
2005,41,457
2005,42,465
2005,43,419
2005,44,492
2005,45,418
2005,46,448
2005,47,400
2005,48,452
2005,49,406
2005,50,410
2005,51,415
2005,52,310
2005,53,106
2006,1,359
2006,2,419
2006,3,414
2006,4,381
2006,5,382
2006,6,386
2006,7,394
2006,8,352
2006,9,370
2006,10,405
2006,11,413
2006,12,398
2006,13,403
2006,14,402
2006,15,401
2006,16,411
2006,17,443
2006,18,433
2006,19,407
2006,20,443
2006,21,480
2006,22,487
2006,23,432
2006,24,406
2006,25,414
2006,26,447
2006,27,452
2006,28,474
2006,29,478
2006,30,477
2006,31,459
2006,32,507
2006,33,516
2006,34,462
2006,35,460
2006,36,474
2006,37,455
2006,38,517
2006,39,509
2006,40,463
2006,41,427
2006,42,446
2006,43,396
2006,44,439
2006,45,435
2006,46,427
2006,47,379
2006,48,428
2006,49,398
2006,50,480
2006,51,410
2006,52,397
2007,1,663
2007,2,620
2007,3,518
2007,4,483
2007,5,529
2007,6,498
2007,7,477
2007,8,557
2007,9,496
2007,10,461
2007,11,502
2007,12,508
2007,13,473
2007,14,587
2007,15,561
2007,16,583
2007,17,662
2007,18,633
2007,19,658
2007,20,631
2007,21,636
2007,22,717
2007,23,697
2007,24,618
2007,25,648
2007,26,638
2007,27,648
2007,28,639
2007,29,681
2007,30,716
2007,31,645
2007,32,648
2007,33,641
2007,34,669
2007,35,612
2007,36,634
2007,37,627
2007,38,643
2007,39,681
2007,40,678
2007,41,634
2007,42,655
2007,43,621
2007,44,612
2007,45,572
2007,46,621
2007,47,539
2007,48,560
2007,49,582
2007,50,534
2007,51,558
2007,52,472
2008,1,688
2008,2,592
2008,3,561
2008,4,521
2008,5,534
2008,6,509
2008,7,553
2008,8,510
2008,9,527
2008,10,529
2008,11,590
2008,12,581
2008,13,600
2008,14,576
2008,15,603
2008,16,555
2008,17,667
2008,18,597
2008,19,696
2008,20,681
2008,21,663
2008,22,712
2008,23,740
2008,24,677
2008,25,699
2008,26,736
2008,27,736
2008,28,698
2008,29,717
2008,30,756
2008,31,762
2008,32,748
2008,33,677
2008,34,680
2008,35,690
2008,36,645
2008,37,682
