Year,Week,Violence_score
2004,27,56
2004,28,84
2004,29,69
2004,30,79
2004,31,71
2004,32,60
2004,33,59
2004,34,60
2004,35,70
2004,36,81
2004,37,66
2004,38,58
2004,39,69
2004,40,77
2004,41,66
2004,42,71
2004,43,81
2004,44,83
2004,45,91
2004,46,71
2004,47,83
2004,48,66
2004,49,66
2004,50,65
2004,51,67
2004,52,71
2004,53,41
2005,1,65
2005,2,75
2005,3,67
2005,4,61
2005,5,72
2005,6,43
2005,7,73
2005,8,80
2005,9,67
2005,10,72
2005,11,69
2005,12,84
2005,13,94
2005,14,62
2005,15,76
2005,16,57
2005,17,68
2005,18,78
2005,19,65
2005,20,70
2005,21,73
2005,22,80
2005,23,56
2005,24,57
2005,25,74
2005,26,68
2005,27,73
2005,28,71
2005,29,67
2005,30,71
2005,31,65
2005,32,71
2005,33,60
2005,34,64
2005,35,54
2005,36,30
2005,37,22
2005,38,18
2005,39,29
2005,40,33
2005,41,35
2005,42,37
2005,43,22
2005,44,38
2005,45,32
2005,46,16
2005,47,8
2005,48,43
2005,49,38
2005,50,23
2005,51,31
2005,52,22
2005,53,21
2006,1,44
2006,2,49
2006,3,39
2006,4,62
2006,5,59
2006,6,54
2006,7,59
2006,8,53
2006,9,54
2006,10,41
2006,11,31
2006,12,47
2006,13,51
2006,14,39
2006,15,35
2006,16,43
2006,17,38
2006,18,40
2006,19,38
2006,20,27
2006,21,39
2006,22,73
2006,23,78
2006,24,86
2006,25,67
2006,26,80
2006,27,85
2006,28,85
2006,29,68
2006,30,78
2006,31,84
2006,32,73
2006,33,57
2006,34,77
2006,35,98
2006,36,80
2006,37,75
2006,38,60
2006,39,76
2006,40,105
2006,41,73
2006,42,56
2006,43,56
2006,44,65
2006,45,84
2006,46,93
2006,47,58
2006,48,63
2006,49,78
2006,50,77
2006,51,63
2006,52,63
2007,1,114
2007,2,71
2007,3,73
2007,4,87
2007,5,72
2007,6,83
2007,7,60
2007,8,53
2007,9,60
2007,10,60
2007,11,87
2007,12,90
2007,13,94
2007,14,92
2007,15,81
2007,16,64
2007,17,65
2007,18,77
2007,19,74
2007,20,90
2007,21,72
2007,22,66
2007,23,69
2007,24,97
2007,25,85
2007,26,90
2007,27,69
2007,28,55
2007,29,68
2007,30,66
2007,31,81
2007,32,77
2007,33,82
2007,34,80
2007,35,62
2007,36,94
2007,37,83
2007,38,69
2007,39,67
2007,40,50
2007,41,64
2007,42,56
2007,43,74
2007,44,64
2007,45,69
2007,46,72
2007,47,78
2007,48,48
2007,49,75
2007,50,53
2007,51,64
2007,52,51
2008,1,116
2008,2,76
2008,3,92
2008,4,63
2008,5,40
2008,6,60
2008,7,53
2008,8,57
2008,9,74
2008,10,63
2008,11,67
2008,12,39
2008,13,35
2008,14,59
2008,15,53
2008,16,45
2008,17,39
2008,18,53
2008,19,59
2008,20,46
2008,21,35
2008,22,29
2008,23,39
2008,24,42
2008,25,46
2008,26,38
2008,27,42
2008,28,46
2008,29,53
2008,30,38
2008,31,36
2008,32,29
2008,33,43
2008,34,57
2008,35,44
2008,36,42
2008,37,56
2008,38,56
2008,39,39
2008,40,42
2008,41,49
2008,42,60
2008,43,44
2008,44,59
2008,45,127
2008,46,138
2008,47,141
2008,48,139
2008,49,184
2008,50,177
2008,51,170
2008,52,149
2009,1,90
2009,2,169
2009,3,163
2009,4,155
2009,5,134
2009,6,156
2009,7,182
2009,8,182
2009,9,156
2009,10,148
2009,11,139
2009,12,131
2009,13,141
2009,14,181
2009,15,141
2009,16,144
2009,17,178
2009,18,155
2009,19,148
2009,20,140
2009,21,145
2009,22,131
2009,23,123
2009,24,144
2009,25,133
2009,26,126
2009,27,118
2009,28,140
2009,29,141
2009,30,125
2009,31,119
2009,32,120
2009,33,96
2009,34,128
2009,35,123
2009,36,129
2009,37,128
2009,38,127
2009,39,143
2009,40,124
2009,41,135
2009,42,147
2009,43,133
2009,44,135
2009,45,141
2009,46,151
2009,47,118
2009,48,126
2009,49,112
2009,50,131
2009,51,130
2009,52,108
2009,53,73
2010,1,153
2010,2,153
2010,3,176
2010,4,166
2010,5,143
2010,6,151
2010,7,134
2010,8,147
2010,9,150
2010,10,137
2010,11,151
2010,12,150
2010,13,157
2010,14,133
2010,15,156
2010,16,167
2010,17,167
2010,18,131
2010,19,128
2010,20,126
2010,21,115
2010,22,110
2010,23,126
2010,24,100
2010,25,130
2010,26,158
2010,27,145
2010,28,108
2010,29,132
2010,30,120
2010,31,135
2010,32,133
2010,33,121
2010,34,138
2010,35,127
2010,36,117
2010,37,130
2010,38,134
2010,39,141
2010,40,116
2010,41,130
2010,42,130
2010,43,146
2010,44,132
2010,45,133
2010,46,137
2010,47,129
2010,48,151
2010,49,122
2010,50,139
2010,51,143
2010,52,80
2010,53,52
2011,1,128
2011,2,134
2011,3,126
2011,4,121
2011,5,114
2011,6,163
2011,7,128
2011,8,128
2011,9,121
2011,10,121
2011,11,120
2011,12,131
2011,13,131
2011,14,110
2011,15,116
2011,16,135
2011,17,130
2011,18,135
2011,19,121
2011,20,133
2011,21,143
2011,22,147
2011,23,134
2011,24,103
2011,25,152
2011,26,123
2011,27,116
2011,28,142
