Year,Week,Violence_score
2001,1,790
2001,2,801
2001,3,738
2001,4,705
2001,5,761
2001,6,725
2001,7,725
2001,8,720
2001,9,772
2001,10,734
2001,11,823
2001,12,817
2001,13,770
2001,14,836
2001,15,819
2001,16,789
2001,17,855
2001,18,894
2001,19,833
2001,20,855
2001,21,859
2001,22,810
2001,23,845
2001,24,814
2001,25,789
2001,26,766
2001,27,891
2001,28,875
2001,29,874
2001,30,831
2001,31,819
2001,32,771
2001,33,899
2001,34,864
2001,35,881
2001,36,782
2001,37,838
2001,38,894
2001,39,848
2001,40,870
2001,41,880
2001,42,884
2001,43,755
2001,44,878
2001,45,775
2001,46,768
2001,47,730
2001,48,908
2001,49,857
2001,50,794
2001,51,753
2001,52,653
2002,1,799
2002,2,725
2002,3,599
2002,4,579
2002,5,631
2002,6,706
2002,7,671
2002,8,715
2002,9,676
2002,10,757
2002,11,712
2002,12,747
2002,13,741
2002,14,677
2002,15,739
2002,16,741
2002,17,670
2002,18,502
2002,19,437
2002,20,581
2002,21,763
2002,22,881
2002,23,796
2002,24,820
2002,25,836
2002,26,842
2002,27,832
2002,28,870
2002,29,884
2002,30,891
2002,31,967
2002,32,874
2002,33,885
2002,34,901
2002,35,918
2002,36,848
2002,37,920
2002,38,931
2002,39,897
2002,40,975
2002,41,911
2002,42,794
2002,43,837
2002,44,813
2002,45,801
2002,46,785
2002,47,791
2002,48,739
2002,49,765
2002,50,768
2002,51,779
2002,52,700
2003,1,771
2003,2,713
2003,3,691
2003,4,683
2003,5,727
2003,6,703
2003,7,606
2003,8,537
2003,9,722
2003,10,739
2003,11,803
2003,12,790
2003,13,771
2003,14,849
2003,15,705
2003,16,820
2003,17,793
2003,18,838
2003,19,849
2003,20,855
2003,21,761
2003,22,800
2003,23,784
2003,24,856
2003,25,864
2003,26,830
2003,27,873
2003,28,899
2003,29,814
2003,30,893
2003,31,905
2003,32,882
2003,33,837
2003,34,881
2003,35,883
2003,36,891
2003,37,843
2003,38,818
2003,39,872
2003,40,789
2003,41,815
2003,42,871
2003,43,840
2003,44,825
2003,45,799
2003,46,760
2003,47,832
2003,48,706
2003,49,716
2003,50,789
2003,51,795
2003,52,599
2004,1,443
2004,2,693
2004,3,715
2004,4,642
2004,5,615
2004,6,671
2004,7,660
2004,8,787
2004,9,767
2004,10,763
2004,11,790
2004,12,753
2004,13,796
2004,14,736
2004,15,732
2004,16,798
2004,17,822
2004,18,807
2004,19,781
2004,20,754
2004,21,844
2004,22,859
2004,23,759
2004,24,720
2004,25,812
2004,26,843
2004,27,792
2004,28,863
2004,29,816
2004,30,876
2004,31,851
2004,32,848
2004,33,864
2004,34,787
2004,35,857
2004,36,896
2004,37,812
2004,38,864
2004,39,834
2004,40,874
2004,41,869
2004,42,807
2004,43,886
2004,44,894
2004,45,804
2004,46,690
2004,47,768
2004,48,740
2004,49,733
2004,50,776
2004,51,684
2004,52,650
2004,53,460
2005,1,764
2005,2,748
2005,3,554
2005,4,591
2005,5,653
2005,6,701
2005,7,703
2005,8,693
2005,9,681
2005,10,711
2005,11,711
2005,12,705
2005,13,668
2005,14,778
2005,15,848
2005,16,783
2005,17,834
2005,18,734
2005,19,866
2005,20,842
2005,21,733
2005,22,884
2005,23,853
2005,24,785
2005,25,829
2005,26,763
2005,27,858
2005,28,851
2005,29,853
2005,30,844
2005,31,884
2005,32,886
2005,33,818
2005,34,849
2005,35,904
2005,36,850
2005,37,849
2005,38,858
2005,39,893
2005,40,920
2005,41,859
2005,42,862
2005,43,794
2005,44,888
2005,45,800
2005,46,772
2005,47,670
2005,48,810
2005,49,719
2005,50,766
2005,51,662
2005,52,606
2005,53,180
2006,1,775
2006,2,715
2006,3,746
2006,4,841
2006,5,820
2006,6,683
2006,7,756
2006,8,750
2006,9,776
2006,10,837
2006,11,816
2006,12,874
2006,13,833
2006,14,819
2006,15,834
2006,16,849
2006,17,937
2006,18,870
2006,19,829
2006,20,879
2006,21,931
2006,22,932
2006,23,865
2006,24,885
2006,25,848
2006,26,883
2006,27,898
2006,28,909
2006,29,905
2006,30,951
2006,31,931
2006,32,986
2006,33,937
2006,34,950
2006,35,829
2006,36,868
2006,37,889
2006,38,947
2006,39,863
2006,40,899
2006,41,918
2006,42,911
2006,43,879
2006,44,907
2006,45,917
2006,46,881
2006,47,711
2006,48,916
2006,49,782
2006,50,854
2006,51,853
2006,52,787
2007,1,890
2007,2,858
2007,3,713
2007,4,724
2007,5,740
2007,6,716
2007,7,616
2007,8,738
2007,9,725
2007,10,728
2007,11,814
2007,12,820
2007,13,850
2007,14,745
2007,15,823
2007,16,827
2007,17,860
2007,18,903
2007,19,893
2007,20,901
2007,21,983
2007,22,892
2007,23,924
2007,24,933
2007,25,912
2007,26,886
2007,27,927
2007,28,929
2007,29,925
2007,30,889
2007,31,936
2007,32,903
2007,33,923
2007,34,902
2007,35,888
2007,36,921
2007,37,892
2007,38,925
2007,39,927
2007,40,959
2007,41,862
2007,42,920
2007,43,902
2007,44,884
2007,45,902
2007,46,868
2007,47,836
2007,48,940
2007,49,813
2007,50,872
2007,51,868
2007,52,704
2008,1,1060
2008,2,785
2008,3,760
2008,4,802
2008,5,783
2008,6,844
2008,7,725
2008,8,774
2008,9,871
2008,10,787
2008,11,869
2008,12,803
2008,13,806
2008,14,910
2008,15,845
2008,16,875
2008,17,966
2008,18,875
2008,19,852
2008,20,868
2008,21,925
2008,22,953
2008,23,915
2008,24,934
2008,25,975
2008,26,970
2008,27,920
2008,28,953
2008,29,960
2008,30,961
2008,31,1005
2008,32,1021
2008,33,952
2008,34,1008
2008,35,933
2008,36,929
2008,37,954
2008,38,1076
2008,39,996
2008,40,1024
2008,41,905
2008,42,951
2008,43,892
2008,44,929
2008,45,918
2008,46,861
2008,47,763
2008,48,715
2008,49,792
2008,50,790
2008,51,780
2008,52,675
2009,1,448
2009,2,826
2009,3,752
2009,4,790
2009,5,690
2009,6,698
2009,7,806
2009,8,694
2009,9,808
2009,10,661
2009,11,681
2009,12,820
2009,13,864
2009,14,922
2009,15,794
2009,16,816
2009,17,911
2009,18,875
2009,19,888
2009,20,853
2009,21,941
2009,22,901
2009,23,958
2009,24,947
2009,25,858
2009,26,947
2009,27,979
2009,28,854
2009,29,923
2009,30,985
2009,31,876
2009,32,969
2009,33,915
2009,34,831
2009,35,921
2009,36,880
2009,37,850
2009,38,793
2009,39,931
2009,40,819
2009,41,860
2009,42,803
2009,43,861
2009,44,888
2009,45,793
2009,46,801
2009,47,865
2009,48,777
2009,49,782
2009,50,798
2009,51,752
2009,52,644
2009,53,406
2010,1,709
2010,2,781
2010,3,787
2010,4,656
2010,5,562
2010,6,455
2010,7,636
2010,8,621
2010,9,766
2010,10,789
2010,11,836
2010,12,783
2010,13,755
2010,14,815
2010,15,859
2010,16,769
2010,17,851
2010,18,897
2010,19,894
2010,20,860
2010,21,990
2010,22,935
2010,23,950
2010,24,977
2010,25,937
2010,26,959
2010,27,904
2010,28,917
2010,29,1047
2010,30,1039
2010,31,1073
2010,32,1005
2010,33,918
2010,34,969
2010,35,921
2010,36,831
2010,37,931
2010,38,925
2010,39,854
2010,40,869
2010,41,905
2010,42,959
2010,43,1018
2010,44,844
2010,45,839
2010,46,845
2010,47,752
2010,48,864
2010,49,772
2010,50,735
2010,51,672
2010,52,478
2010,53,269
2011,1,687
2011,2,700
2011,3,736
2011,4,662
2011,5,724
2011,6,645
2011,7,732
2011,8,674
2011,9,761
2011,10,813
2011,11,793
2011,12,803
2011,13,750
2011,14,843
2011,15,815
2011,16,823
2011,17,902
2011,18,837
2011,19,823
2011,20,922
2011,21,969
2011,22,917
2011,23,964
2011,24,933
2011,25,948
2011,26,942
2011,27,1004
2011,28,973
2011,29,972
2011,30,980
2011,31,950
2011,32,826
2011,33,905
2011,34,779
2011,35,897
2011,36,809
2011,37,875
2011,38,879
2011,39,863
2011,40,813
2011,41,934
2011,42,920
2011,43,902
2011,44,839
2011,45,861
2011,46,868
2011,47,779
2011,48,844
2011,49,824
2011,50,786
2011,51,761
2011,52,816
2012,1,849
2012,2,723
2012,3,754
2012,4,785
2012,5,767
2012,6,655
2012,7,745
2012,8,683
2012,9,737
2012,10,719
2012,11,834
2012,12,903
2012,13,802
2012,14,741
2012,15,836
2012,16,855
2012,17,858
2012,18,924
2012,19,901
2012,20,880
2012,21,999
2012,22,877
2012,23,897
2012,24,902
2012,25,895
2012,26,858
2012,27,864
2012,28,870
2012,29,897
2012,30,894
2012,31,945
2012,32,952
2012,33,889
2012,34,818
2012,35,859
2012,36,842
2012,37,907
2012,38,854
2012,39,922
2012,40,872
2012,41,784
2012,42,884
2012,43,841
2012,44,722
2012,45,789
2012,46,732
2012,47,755
2012,48,788
2012,49,748
2012,50,820
2012,51,778
2012,52,760
