Year,Week,Violence_score
2006,9,2
2006,16,2
2006,22,2
2006,23,1
2006,25,4
2006,27,6
2006,28,5
2006,29,5
2006,30,4
2006,31,5
2006,32,3
2006,33,2
2006,34,9
2006,35,5
2006,36,7
2006,37,6
2006,38,4
2006,39,6
2006,40,4
2006,41,5
2006,42,8
2006,43,6
2006,44,19
2006,45,15
2006,46,14
2006,47,22
2006,48,12
2006,49,12
2006,50,13
2006,51,13
2006,52,11
2007,1,25
2007,2,10
2007,3,23
2007,4,9
2007,5,12
2007,6,17
2007,7,8
2007,8,12
2007,9,23
2007,10,18
2007,11,19
2007,12,20
2007,13,14
2007,14,19
2007,15,22
2007,16,21
2007,17,15
2007,18,18
2007,19,25
2007,20,14
2007,21,19
2007,22,23
2007,23,22
2007,24,17
2007,25,23
2007,26,16
2007,27,9
2007,28,14
2007,29,29
2007,30,20
2007,31,21
2007,32,19
2007,33,17
2007,34,23
2007,35,24
2007,36,19
2007,37,23
2007,38,17
2007,39,22
2007,40,9
2007,41,13
2007,42,19
2007,43,12
2007,44,14
2007,45,19
2007,46,13
2007,47,12
2007,48,12
2007,49,5
2007,50,8
2007,51,3
2007,52,5
2008,1,13
2008,2,2
2008,3,5
2008,4,7
2008,5,11
2008,6,5
2008,7,6
2008,8,5
2008,9,7
2008,10,6
2008,11,12
2008,12,17
2008,13,6
2008,14,4
2008,15,8
2008,16,12
2008,17,8
2008,18,14
2008,19,9
2008,20,18
2008,21,10
2008,22,23
2008,23,20
2008,24,15
2008,25,12
2008,26,11
2008,27,8
2009,1,13
2009,2,20
2009,3,16
2009,4,13
2009,5,12
2009,6,11
2009,7,25
2009,8,12
2009,9,17
2009,10,23
2009,11,20
2009,12,17
2009,13,13
2009,14,22
2009,15,15
2009,16,17
2009,17,27
2009,18,22
2009,19,17
2009,20,17
2009,21,18
2009,22,19
2009,23,22
2009,24,16
2009,25,19
2009,26,20
2009,27,26
2009,28,22
2009,29,24
2009,30,26
2009,31,42
2009,32,70
2009,33,70
2009,34,85
2009,35,73
2009,36,79
2009,37,65
2009,38,68
2009,39,73
2009,40,84
2009,41,59
2009,42,65
2009,43,56
2009,44,63
2009,45,72
2009,46,66
2009,47,66
2009,48,58
2009,49,72
2009,50,58
2009,51,51
2009,52,62
2009,53,19
2010,1,422
2010,2,598
2010,3,579
2010,4,585
2010,5,537
2010,6,496
2010,7,409
2010,8,458
2010,9,625
2010,10,569
2010,11,570
2010,12,599
2010,13,657
2010,14,667
2010,15,683
2010,16,617
2010,17,753
2010,18,797
2010,19,754
2010,20,709
2010,21,790
2010,22,822
2010,23,761
2010,24,759
2010,25,737
2010,26,833
2010,27,733
2010,28,734
2010,29,754
2010,30,794
2010,31,773
2010,32,791
2010,33,721
2010,34,754
2010,35,874
2010,36,705
2010,37,733
2010,38,819
2010,39,740
2010,40,805
2010,41,796
2010,42,716
2010,43,749
2010,44,794
2010,45,710
2010,46,693
2010,47,641
2010,48,710
2010,49,631
2010,50,542
2010,51,564
2010,52,479
2010,53,253
2011,1,519
2011,2,514
2011,3,539
2011,4,575
2011,5,467
2011,6,504
2011,7,583
2011,8,519
2011,9,628
2011,10,553
2011,11,628
2011,12,642
2011,13,654
2011,14,689
2011,15,668
2011,16,671
2011,17,732
2011,18,764
2011,19,766
2011,20,804
2011,21,681
2011,22,865
2011,23,796
2011,24,801
2011,25,677
2011,26,792
2011,27,780
2011,28,764
2011,29,810
2011,30,772
2011,31,731
2011,32,784
2011,33,764
2011,34,715
2011,35,764
2011,36,677
2011,37,692
2011,38,710
2011,39,720
2011,40,690
2011,41,645
2011,42,645
2011,43,717
2011,44,732
2011,45,633
2011,46,681
2011,47,564
2011,48,731
2011,49,622
2011,50,678
2011,51,663
2011,52,801
2012,1,724
2012,2,622
2012,3,690
2012,4,659
2012,5,619
2012,6,538
2012,7,655
2012,8,637
2012,9,777
2012,10,729
2012,11,781
2012,12,742
2012,13,772
2012,14,674
2012,15,803
2012,16,744
2012,17,702
2012,18,877
2012,19,815
2012,20,741
2012,21,799
2012,22,788
2012,23,802
2012,24,847
2012,25,806
2012,26,818
2012,27,807
2012,28,778
2012,29,773
2012,30,786
2012,31,842
2012,32,814
2012,33,763
2012,34,868
2012,35,820
2012,36,783
2012,37,820
2012,38,746
2012,39,793
2012,40,721
2012,41,725
2012,42,766
2012,43,726
2012,44,743
2012,45,719
2012,46,722
2012,47,706
2012,48,759
2012,49,737
2012,50,670
2012,51,657
2012,52,748
