Year,Week,Violence_score
2008,1,281
2008,2,220
2008,3,209
2008,4,161
2008,5,199
2008,6,185
2008,7,201
2008,8,194
2008,9,188
2008,10,191
2008,11,213
2008,12,196
2008,13,215
2008,14,232
2008,15,218
2008,16,278
2008,17,216
2008,18,236
2008,19,242
2008,20,246
2008,21,244
2008,22,255
2008,23,213
2008,24,223
2008,25,207
2008,26,247
2008,27,249
2008,28,229
2008,29,238
2008,30,213
2008,31,271
2008,32,244
2008,33,256
2008,34,217
2008,35,218
2008,36,261
2008,37,246
2008,38,201
2008,39,249
2008,40,284
2008,41,278
2008,42,268
2008,43,246
2008,44,276
2008,45,234
2008,46,248
2008,47,243
2008,48,234
2008,49,238
2008,50,241
2008,51,207
2008,52,198
2009,1,172
2009,2,226
2009,3,234
2009,4,263
2009,5,195
2009,6,219
2009,7,256
2009,8,245
2009,9,240
2009,10,285
2009,11,223
2009,12,240
2009,13,225
2009,14,265
2009,15,236
2009,16,255
2009,17,301
2009,18,284
2009,19,282
2009,20,293
2009,21,331
2009,22,287
2009,23,270
2009,24,266
2009,25,301
2009,26,270
2009,27,322
2009,28,295
2009,29,288
2009,30,266
2009,31,331
2009,32,295
2009,33,262
2009,34,278
2009,35,324
2009,36,372
2009,37,235
2009,38,269
2009,39,271
2009,40,290
2009,41,247
2009,42,271
2009,43,268
2009,44,266
2009,45,232
2009,46,272
2009,47,232
2009,48,223
2009,49,248
2009,50,236
2009,51,238
2009,52,196
2009,53,129
2010,1,218
2010,2,286
2010,3,259
2010,4,189
2010,5,221
2010,6,220
2010,7,214
2010,8,263
2010,9,279
2010,10,255
2010,11,222
2010,12,260
2010,13,343
2010,14,286
2010,15,291
2010,16,294
2010,17,306
2010,18,323
2010,19,312
2010,20,300
2010,21,291
2010,22,266
2010,23,285
2010,24,291
2010,25,270
2010,26,295
2010,27,277
2010,28,278
2010,29,280
2010,30,287
2010,31,279
2010,32,344
2010,33,277
2010,34,292
2010,35,276
2010,36,252
2010,37,279
2010,38,271
2010,39,273
2010,40,255
2010,41,255
2010,42,253
2010,43,226
2010,44,248
2010,45,249
2010,46,280
2010,47,242
2010,48,285
2010,49,223
2010,50,217
2010,51,209
2010,52,129
2010,53,161
2012,1,529
2012,2,438
2012,3,446
2012,4,412
2012,5,448
2012,6,442
2012,7,418
2012,8,425
2012,9,554
2012,10,499
2012,11,547
2012,12,503
2012,13,604
2012,14,538
2012,15,529
2012,16,545
2012,17,570
2012,18,645
2012,19,535
2012,20,588
2012,21,577
2012,22,625
2012,23,571
2012,24,589
2012,25,577
2012,26,667
2012,27,606
2012,28,616
2012,29,652
2012,30,579
2012,31,612
2012,32,570
2012,33,525
2012,34,571
2012,35,602
2012,36,552
2012,37,564
2012,38,571
2012,39,590
2012,40,669
2012,41,557
2012,42,536
2012,43,570
2012,44,590
2012,45,502
2012,46,504
2012,47,468
2012,48,594
2012,49,515
2012,50,502
2012,51,490
2012,52,561
