Year,Week,Violence_score
2003,1,103
2003,2,14
2003,3,4
2003,4,3
2003,5,17
2003,6,4
2003,7,2
2003,9,7
2003,10,12
2003,11,6
2003,12,7
2003,13,11
2003,14,16
2003,15,14
2003,16,18
2003,17,16
2003,18,21
2003,19,15
2003,20,20
2003,21,12
2003,22,27
2003,23,24
2003,24,29
2003,25,23
2003,26,20
2003,27,30
2003,28,18
2003,29,25
2003,30,19
2003,31,31
2003,32,23
2003,33,18
2003,34,16
2003,35,26
2003,36,25
2003,37,13
2003,38,23
2003,39,26
2003,40,41
2003,41,25
2003,42,39
2003,43,34
2003,44,61
2003,45,42
2003,46,60
2003,47,47
2003,48,59
2003,49,100
2003,50,80
2003,51,109
2003,52,96
2004,1,380
2004,2,603
2004,3,690
2004,4,771
2004,5,698
2004,6,670
2004,7,680
2004,8,707
2004,9,688
2004,10,721
2004,11,689
2004,12,603
2004,13,630
2004,14,674
2004,15,682
2004,16,624
2004,17,697
2004,18,722
2004,19,635
2004,20,689
2004,21,667
2004,22,636
2004,23,767
2004,24,721
2004,25,706
2004,26,681
2004,27,722
2004,28,713
2004,29,644
2004,30,700
2004,31,748
2004,32,684
2004,33,664
2004,34,677
2004,35,614
2004,36,686
2004,37,635
2004,38,691
2004,39,724
2004,40,714
2004,41,690
2004,42,728
2004,43,718
2004,44,750
2004,45,685
2004,46,698
2004,47,674
2004,48,564
2004,49,658
2004,50,636
2004,51,572
2004,52,523
2004,53,414
2005,1,643
2005,2,674
2005,3,694
2005,4,761
2005,5,689
2005,6,627
2005,7,665
2005,8,661
2005,9,726
2005,10,700
2005,11,604
2005,12,641
2005,13,691
2005,14,657
2005,15,659
2005,16,706
2005,17,744
2005,18,706
2005,19,686
2005,20,693
2005,21,713
2005,22,710
2005,23,637
2005,24,711
2005,25,696
2005,26,658
2005,27,736
2005,28,737
2005,29,684
2005,30,750
2005,31,652
2005,32,693
2005,33,720
2005,34,773
2005,35,786
2005,36,644
2005,37,696
2005,38,732
2005,39,741
2005,40,774
2005,41,781
2005,42,775
2005,43,761
2005,44,791
2005,45,693
2005,46,679
2005,47,606
2005,48,697
2005,49,629
2005,50,659
2005,51,565
2005,52,517
2005,53,171
2006,1,786
2006,2,796
2006,3,805
2006,4,845
2006,5,826
2006,6,918
2006,7,802
2006,8,744
2006,9,769
2006,10,736
2006,11,799
2006,12,747
2006,13,753
2006,14,783
2006,15,817
2006,16,850
2006,17,794
2006,18,822
2006,19,851
2006,20,857
2006,21,793
2006,22,847
2006,23,797
2006,24,794
2006,25,832
2006,26,879
2006,27,778
2006,28,849
2006,29,858
2006,30,812
2006,31,910
2006,32,804
2006,33,906
2006,34,888
2006,35,853
2006,36,930
2006,37,875
2006,38,843
2006,39,832
2006,40,811
2006,41,821
2006,42,815
2006,43,805
2006,44,823
2006,45,776
2006,46,746
2006,47,722
2006,48,811
2006,49,801
2006,50,805
2006,51,806
2006,52,814
2007,1,879
2007,2,738
2007,3,695
2007,4,852
2007,5,786
2007,6,788
2007,7,803
2007,8,794
2007,9,866
2007,10,813
2007,11,837
2007,12,821
2007,13,836
2007,14,830
2007,15,781
2007,16,778
2007,17,896
2007,18,799
2007,19,856
2007,20,804
2007,21,828
2007,22,848
2007,23,740
