Year,Week,Violence_score
2004,1,9
2004,2,3
2004,3,4
2004,4,1
2004,5,10
2004,6,4
2004,7,5
2004,8,1
2004,9,2
2004,10,4
2004,11,1
2004,12,1
2004,13,3
2004,14,10
2004,15,1
2004,16,2
2004,17,5
2004,18,7
2004,19,4
2004,20,2
2004,21,1
2004,22,2
2004,23,15
2004,24,1
2004,25,5
2004,26,3
2004,27,15
2004,28,8
2004,29,3
2004,30,7
2004,31,11
2004,32,3
2004,33,8
2004,34,4
2004,35,1
2004,36,22
2004,37,5
2004,38,6
2004,39,7
2004,40,16
2004,41,5
2004,42,17
2004,43,5
2004,44,13
2004,45,27
2004,46,14
2004,47,22
2004,48,16
2004,49,54
2004,50,29
2004,51,39
2004,52,59
2004,53,83
2005,1,473
2005,2,498
2005,3,439
2005,4,483
2005,5,569
2005,6,476
2005,7,589
2005,8,517
2005,9,540
2005,10,495
2005,11,599
2005,12,604
2005,13,637
2005,14,648
2005,15,583
2005,16,702
2005,17,691
2005,18,638
2005,19,777
2005,20,767
2005,21,793
2005,22,759
2005,23,746
2005,24,729
2005,25,729
2005,26,788
2005,27,789
2005,28,721
2005,29,765
2005,30,776
2005,31,726
2005,32,736
2005,33,681
2005,34,745
2005,35,739
2005,36,703
2005,37,715
2005,38,738
2005,39,734
2005,40,736
2005,41,716
2005,42,681
2005,43,770
2005,44,747
2005,45,703
2005,46,611
2005,47,559
2005,48,517
2005,49,499
2005,50,506
2005,51,549
2005,52,479
2005,53,202
2006,1,825
2006,2,743
2006,3,654
2006,4,759
2006,5,719
2006,6,703
2006,7,653
2006,8,678
2006,9,724
2006,10,746
2006,11,681
2006,12,669
2006,13,707
2006,14,773
2006,15,752
2006,16,821
2006,17,753
2006,18,876
2006,19,806
2006,20,857
2006,21,916
2006,22,913
2006,23,963
2006,24,1017
2006,25,991
2006,26,1008
2006,27,970
2006,28,937
2006,29,952
2006,30,997
2006,31,1003
2006,32,958
2006,33,939
2006,34,991
2006,35,950
2006,36,944
2006,37,951
2006,38,927
2006,39,982
2006,40,981
2006,41,939
2006,42,922
2006,43,939
2006,44,941
2006,45,920
2006,46,909
2006,47,889
2006,48,798
2006,49,804
2006,50,897
2006,51,851
2006,52,900
2007,1,1320
2007,2,983
2007,3,840
2007,4,926
2007,5,812
2007,6,728
2007,7,735
2007,8,770
2007,9,848
2007,10,894
2007,11,959
2007,12,930
2007,13,943
2007,14,861
2007,15,892
2007,16,965
2007,17,980
2007,18,1030
2007,19,971
2007,20,962
2007,21,990
2007,22,915
2007,23,933
2007,24,903
2007,25,933
2007,26,1013
2007,27,1045
2007,28,979
2007,29,1014
2007,30,1028
2007,31,1034
2007,32,1017
2007,33,928
2007,34,968
2007,35,1087
2007,36,1011
2007,37,924
2007,38,1003
2007,39,1037
2007,40,1105
2007,41,1029
2007,42,1057
2007,43,1038
2007,44,1011
2007,45,1007
2007,46,979
2007,47,873
2007,48,842
2007,49,727
2007,50,706
2007,51,793
2007,52,578
2008,1,1340
2008,2,1080
2008,3,989
2008,4,895
2008,5,822
2008,6,797
2008,7,789
2008,8,842
2008,9,953
2008,10,848
2008,11,945
2008,12,905
2008,13,893
2008,14,936
2008,15,957
2008,16,1044
2008,17,1137
2008,18,1091
2008,19,1101
2008,20,1158
2008,21,1110
2008,22,1184
2008,23,1103
2008,24,1154
2008,25,1083
2008,26,1119
2008,27,1168
2008,28,1154
2008,29,1215
2008,30,1264
2008,31,1205
2008,32,1134
2008,33,1168
2008,34,1256
2008,35,1192
2008,36,1115
2008,37,1134
2008,38,1124
2008,39,1168
2008,40,1126
2008,41,1196
2008,42,1087
2008,43,1193
2008,44,1080
2008,45,1048
2008,46,943
2008,47,873
2008,48,897
2008,49,810
2008,50,769
