Year,Week,Violence_score
1998,1,7
1998,2,13
1998,3,6
1998,4,10
1998,5,5
1998,6,13
1998,7,7
1998,8,7
1998,9,4
1998,10,6
1998,11,3
1998,12,15
1998,13,12
1998,14,17
1998,15,10
1998,16,11
1998,17,15
1998,18,8
1998,19,14
1998,20,7
1998,21,8
1998,22,7
1998,23,8
1998,24,9
1998,25,6
1998,26,9
1998,27,16
1998,28,9
1998,29,16
1998,30,23
1998,31,17
1998,32,17
1998,33,11
1998,34,33
1998,35,22
1998,36,22
1998,37,14
1998,38,16
1998,39,18
1998,40,21
1998,41,12
1998,42,12
1998,43,20
1998,44,27
1998,45,19
1998,46,14
1998,47,37
1998,48,31
1998,49,51
1998,50,29
1998,51,43
1998,52,53
1998,53,70
1999,1,188
1999,2,170
1999,3,189
1999,4,182
1999,5,188
1999,6,191
1999,7,187
1999,8,194
1999,9,176
1999,10,197
1999,11,175
1999,12,185
1999,13,202
1999,14,190
1999,15,203
1999,16,208
1999,17,227
1999,18,199
1999,19,210
1999,20,215
1999,21,199
1999,22,169
1999,23,197
1999,24,185
1999,25,200
1999,26,213
1999,27,193
1999,28,211
1999,29,199
1999,30,181
1999,31,174
1999,32,213
1999,33,176
1999,34,178
1999,35,195
1999,36,210
1999,37,175
1999,38,229
1999,39,217
1999,40,227
1999,41,221
1999,42,213
1999,43,213
1999,44,225
1999,45,201
1999,46,211
1999,47,205
1999,48,277
1999,49,282
1999,50,360
1999,51,296
1999,52,207
1999,53,86
2000,1,362
2000,2,369
2000,3,302
2000,4,316
2000,5,342
2000,6,347
2000,7,329
2000,8,354
2000,9,362
2000,10,310
2000,11,380
2000,12,357
2000,13,359
2000,14,373
2000,15,397
2000,16,340
2000,17,362
2000,18,388
2000,19,368
2000,20,387
2000,21,420
2000,22,415
2000,23,392
2000,24,396
2000,25,413
2000,26,512
2000,27,624
2000,28,616
2000,29,637
2000,30,637
2000,31,650
2000,32,608
2000,33,664
2000,34,620
2000,35,665
