Wikipedia movie ID,name,sadness,joy,love,anger,fear,surprise
975900,Ghosts of Mars,0.16688915,0.0076353056,0.002999638,0.104744546,0.7140148,0.003716574
6631279,Little city,0.9987784,0.00017872041,0.00016300341,0.0006043563,0.00017258822,0.000102893915
77856,Mary Poppins,0.019705873,0.32302615,0.17498814,0.45679802,0.023313137,0.0021687222
21926710,White on Rice,0.0026858738,0.9736728,0.0014420014,0.018248122,0.0033043963,0.00064681756
156558,Baby Boy,0.38224208,0.013167289,0.0016262343,0.58831906,0.014059632,0.00058571046
9548445,Archie: To Riverdale and Back Again,0.004762763,0.020468231,0.0014661637,0.9401968,0.032105178,0.0010008623
25960460,Daddy and Them,0.0014684024,0.00044670558,0.00024656698,0.9875656,0.010083904,0.00018883705
4951456,Kinjite: Forbidden Subjects,0.003948529,0.0036487237,0.0006956702,0.107138254,0.8826465,0.0019222958
5708633,The Great New Wonderful,0.006489903,0.015245275,0.0012835232,0.9007551,0.075363144,0.00086299673
12053509,Loverboy,0.16631728,0.002908097,0.00093557907,0.8082173,0.021088691,0.0005330256
1369204,Juarez,0.009046965,0.005365805,0.0012793114,0.49188986,0.491027,0.0013909518
12371532,Chasing Ghosts: Beyond the Arcade,0.011289956,0.94768083,0.0026630312,0.02641204,0.007656452,0.004297697
32104837,It Came Upon the Midnight Clear,0.5259075,0.3690851,0.0107166935,0.063921124,0.027917609,0.0024519768
2647998,The Human Tornado,0.001288363,0.001800944,0.00037349394,0.97859436,0.017585726,0.00035710284
7028314,The Little Hut,0.12467543,0.0024774682,0.0008938858,0.064475,0.80491096,0.0025672934
5664529,Vixen!,0.006613816,0.011490077,0.03192204,0.69713604,0.24799211,0.0048459223
5894429,Closing the Ring,0.017830838,0.2086684,0.08122911,0.023936078,0.3503561,0.31797943
12788657,The Boston Strangler,0.009817026,0.101313226,0.0031088074,0.8516472,0.031715605,0.002398212
27556929,Deadly Voyage,0.015025036,0.036494486,0.001781337,0.84140587,0.10376867,0.0015246106
2154704,Choke Canyon,0.016436556,0.004549963,0.0007592889,0.86890715,0.108208865,0.0011381645
28301986,Dig That Uranium,0.012671317,0.15867268,0.002664793,0.75166595,0.07105613,0.0032691243
33059372,ChromeSkull: Laid to Rest 2,0.0008541796,0.0023265558,0.00040145448,0.0047963457,0.9864038,0.0052175825
3740032,Desperate,0.007729339,0.003684245,0.00089217117,0.8419704,0.14465168,0.0010722096
9380065,Alien Express,0.010315985,0.022175072,0.0011523787,0.090977445,0.86807203,0.007307107
164387,...And Justice for All,0.009407558,0.10475069,0.01080313,0.84547204,0.026768219,0.002798328
7767613,Star!,0.005646229,0.12876888,0.0014007213,0.8557861,0.007334902,0.0010630937
22985953,Beachhead,0.00097611395,0.99304366,0.00072847994,0.0021664968,0.0022060217,0.00087917096
3550323,Things to Do in Denver When You're Dead,0.062460344,0.089003235,0.0030315355,0.8088005,0.034265775,0.0024386197
1765938,Convoy,0.0041851737,0.0073189335,0.0020973228,0.75731975,0.22776449,0.0013143801
7460227,The Bridge,0.3237301,0.035946444,0.0022449906,0.45089278,0.185184,0.0020016723
18902861,14 Going on 30,0.02704156,0.19805871,0.008113379,0.702244,0.058628142,0.005914239
1305819,C.H.U.D.,0.009612085,0.0192181,0.0017971509,0.66724354,0.29966906,0.0024600555
6752142,Good Morning Miss Dove,0.07207505,0.14830396,0.003541076,0.7308651,0.042748824,0.0024660034
180917,Valiant Is the Word for Carrie,0.07753362,0.004312104,0.0010794076,0.9103856,0.0063136895,0.00037550557
